id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
340241579,0e4130d4-33f6-408c-af91-d07adc6b82f0,2026-02-26 14:15:33,2026-02-26,2026-02-26 01:15:33 UTC,Wellington,10155460,gugugugugugugugu,Shijia Gu,2026-02-26 01:15:57 UTC,2026-02-26 04:25:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/340241579,https://inaturalist-open-data.s3.amazonaws.com/photos/619131396/medium.jpg,,"",,3,0,false,843,"Symonds St, Auckland, Auckland, NZ",-36.8504358186,174.77076288,10,,,,10,,open,false,,,Eurasian Blackbird,Turdus merula,Common Blackbird,Aves,12716
340244501,10973bae-6ba0-402f-8054-028979f31afa,2026-02-26 14:16:55,2026-02-26,2026-02-26 01:16:55 UTC,Wellington,10155460,gugugugugugugugu,Shijia Gu,2026-02-26 01:45:06 UTC,2026-02-26 06:15:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/340244501,https://inaturalist-open-data.s3.amazonaws.com/photos/619137499/medium.jpg,,"",,3,0,false,843,"Symonds St, Auckland, Auckland, NZ",-36.8503522159,174.7708990876,18,,,,18,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
340279334,83cee8b7-f370-45bf-a8ac-e40a0cfed787,2026-02-26 13:40:30,2026-02-26,2026-02-26 00:40:30 UTC,Wellington,8570708,klam618,,2026-02-26 08:57:33 UTC,2026-02-26 16:41:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/340279334,https://inaturalist-open-data.s3.amazonaws.com/photos/619206858/medium.jpg,,"",,2,0,false,843,"Symonds St, Auckland, Auckland, NZ",-36.8501935294,174.7711812148,16,,,,16,,open,false,,,Eurasian Blackbird,Turdus merula,Common Blackbird,Aves,12716
340279357,da14c97d-bd38-4b6b-aa6c-78d3de698738,2026-02-26 13:45:10,2026-02-26,2026-02-26 00:45:10 UTC,Wellington,8570708,klam618,,2026-02-26 08:57:53 UTC,2026-02-28 19:40:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/340279357,https://inaturalist-open-data.s3.amazonaws.com/photos/619206913/medium.jpg,,"",,1,0,false,843,"Waterloo Quadrant, Auckland, Auckland, NZ",-36.8498338793,174.7714730452,35,,,,35,,open,false,,,Eastern Rosella,Platycercus eximius,东澳玫瑰鹦鹉,Aves,18920
340362034,e7fed39f-0d44-495d-8715-6c4adeb7702e,2026-02-26 13:36:14,2026-02-26,2026-02-26 00:36:14 UTC,Wellington,10117981,rbtmhk,Robert M,2026-02-26 22:12:46 UTC,2026-02-27 05:48:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/340362034,https://inaturalist-open-data.s3.amazonaws.com/photos/619369805/medium.jpg,,"",,2,0,false,843,"Symonds St, Auckland, Auckland, NZ",-36.8504414831,174.7708835084,23,,,,23,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
340416212,96b5f5c3-2c7d-4243-ab0d-d88247c33939,2026-02-26 14:01:50,2026-02-26,2026-02-26 01:01:50 UTC,Wellington,10153591,cspyb,Cas Beauchamp,2026-02-27 08:28:47 UTC,2026-02-27 18:37:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/340416212,https://inaturalist-open-data.s3.amazonaws.com/photos/619483975/medium.jpg,,"",,1,0,false,843,"Symonds St, Auckland, Auckland, NZ",-36.8501633333,174.7709966667,37,,,,37,,open,false,,,New Zealand Fantail,Rhipidura fuliginosa,Fantail,Aves,244276
340416309,a7cdec88-5bb5-4833-bd5f-ec6f4f6a3b02,2026-02-26 13:30:38,2026-02-26,2026-02-26 00:30:38 UTC,Wellington,10153591,cspyb,Cas Beauchamp,2026-02-27 08:29:59 UTC,2026-02-28 06:26:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/340416309,https://inaturalist-open-data.s3.amazonaws.com/photos/619484161/medium.jpg,,"",,1,0,false,843,"Symonds St, Auckland, Auckland, NZ",-36.8501883333,174.7709666667,11,,,,11,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
340416359,e0aedec1-7b75-4e41-9f46-497f148d1319,2026-02-26 13:32:07,2026-02-26,2026-02-26 00:32:07 UTC,Wellington,10153591,cspyb,Cas Beauchamp,2026-02-27 08:30:49 UTC,2026-02-27 18:37:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/340416359,https://inaturalist-open-data.s3.amazonaws.com/photos/619484274/medium.jpg,,"",,2,0,false,843,"Symonds St, Auckland, Auckland, NZ",-36.8500583333,174.7710716667,11,,,,11,,open,false,,,Eurasian Blackbird,Turdus merula,Common Blackbird,Aves,12716
343443227,891d6b58-28e8-4f06-ab94-e619a551f27b,2026/03/17 3:12 PM,2026-03-17,2026-03-17 02:12:00 UTC,Wellington,8708322,hopukiore,Alex Q Parker,2026-03-17 07:50:36 UTC,2026-03-17 07:58:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/343443227,https://inaturalist-open-data.s3.amazonaws.com/photos/625618378/medium.jpg,,"",a learned individual at the university,1,0,false,,"Auckland CBD, Auckland 1010, New Zealand",-36.8497028671,174.7695181678,4,,,,4,,open,false,,,Eurasian Blackbird,Turdus merula,Common Blackbird,Aves,12716
344362451,8d3c588b-a95f-4990-a7f2-b59031272d29,2026-03-22 18:33:28,2026-03-22,2026-03-22 05:33:28 UTC,Wellington,8221077,houzes,Hao Wei Lee,2026-03-22 05:38:47 UTC,2026-03-22 07:19:33 UTC,research,,https://www.inaturalist.org/observations/344362451,https://static.inaturalist.org/photos/627439519/medium.jpg,,"",Black bird with white beard and creates a series of sounds,3,0,false,2,"Old Choral Hall, Auckland CBD, Auckland 1010, New Zealand",-36.8513183333,174.7701415833,,,,,,,open,false,gps,gps,Tūī,Prosthemadera novaeseelandiae,Tūī,Aves,12580
344782150,5427a77a-7a69-4c78-99d7-a9b63617db39,2026-03-24 11:43:16,2026-03-24,2026-03-23 22:43:16 UTC,Wellington,10203141,roselirli,,2026-03-23 22:43:55 UTC,2026-03-24 00:25:15 UTC,research,,https://www.inaturalist.org/observations/344782150,https://static.inaturalist.org/photos/628246244/medium.jpg,,"",,2,0,false,2,"Auckland High Court, Auckland CBD, Auckland 1010新西兰",-36.84936656,174.76981525,9,,,,9,,open,false,,,家麻雀,Passer domesticus,家麻雀,Aves,13858
344782160,c6a89c0a-cb8b-4c53-9d7f-6dac36663c6f,2026-03-24 11:42:48,2026-03-24,2026-03-23 22:42:48 UTC,Wellington,10203138,harrison691,,2026-03-23 22:44:00 UTC,2026-04-23 22:39:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344782160,https://inaturalist-open-data.s3.amazonaws.com/photos/628246268/medium.jpg,,"",,2,0,false,2,"Auckland CBD, Auckland 1010紐西蘭",-36.8497123,174.7704279,87,,,,87,,open,false,,,Rock Pigeon,Columba livia,原鸽,Aves,3017
344783120,4a8e76e6-be51-45c6-953d-c6823e260ecb,2026-03-24 11:49:28,2026-03-24,2026-03-23 22:49:28 UTC,Wellington,10203125,soraph10,,2026-03-23 22:50:12 UTC,2026-04-23 22:39:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344783120,https://inaturalist-open-data.s3.amazonaws.com/photos/628248126/medium.jpg,,"",,2,0,false,2,"Auckland High Court, Auckland CBD, Auckland 1010, New Zealand",-36.8494152,174.76992046,4,,,,4,,open,false,,,Rock Pigeon,Columba livia,原鸽,Aves,3017
344783683,63eeca9d-1d81-4491-b51b-e5e2c16e1239,2026-03-24 11:52:50+13:00,2026-03-24,2026-03-23 22:52:50 UTC,Wellington,10203139,zzho096,,2026-03-23 22:53:18 UTC,2026-04-06 10:35:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344783683,https://inaturalist-open-data.s3.amazonaws.com/photos/628249221/medium.jpg,,"","",2,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.8497613557,174.7697412023,18,,,,18,,open,false,,,Tūī,Prosthemadera novaeseelandiae,Tūī,Aves,12580
344783735,15043028-cfa9-4ef4-ac87-eaf0372d9a11,2026-03-24 11:52:54+13:00,2026-03-24,2026-03-23 22:52:54 UTC,Wellington,10203130,erin0317,,2026-03-23 22:53:42 UTC,2026-04-06 10:35:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344783735,https://inaturalist-open-data.s3.amazonaws.com/photos/628249341/medium.jpg,,"","",3,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.849763463,174.7697791697,4,,,,4,,open,false,,,Tūī,Prosthemadera novaeseelandiae,Tūī,Aves,12580
344784860,c116ed84-fee2-436c-8f3c-37146847b42c,2026-03-24 11:58:35+13:00,2026-03-24,2026-03-23 22:58:35 UTC,Wellington,10203139,zzho096,,2026-03-23 22:58:50 UTC,2026-04-23 22:38:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344784860,https://inaturalist-open-data.s3.amazonaws.com/photos/628251305/medium.jpg,,"","",3,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.8492925646,174.7708020251,15,,,,15,,open,false,,,Rock Pigeon,Columba livia,原鸽,Aves,3017
344784883,87b752a7-f9e9-42f3-b5cf-d9acac28aaf7,2026-03-24 11:49:06+13:00,2026-03-24,2026-03-23 22:49:06 UTC,Wellington,10184018,dani305080,,2026-03-23 22:58:58 UTC,2026-04-23 22:38:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344784883,https://inaturalist-open-data.s3.amazonaws.com/photos/628251354/medium.jpg,,"","",3,0,false,3,"Maclaurin Chaplaincy, Auckland, Auckland, NZ",-36.8495557239,174.7699117589,3,,,,3,,open,false,,,Rock Pigeon,Columba livia,原鸽,Aves,3017
344784962,04354027-f853-4f92-9c26-459f40c3f4dc,2026-03-24 11:58:18+13:00,2026-03-24,2026-03-23 22:58:18 UTC,Wellington,10203130,erin0317,,2026-03-23 22:59:26 UTC,2026-04-23 22:43:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344784962,https://inaturalist-open-data.s3.amazonaws.com/photos/628251567/medium.jpg,,"","",2,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.84935,174.770845,24,,,,24,,open,false,,,Rock Pigeon,Columba livia,原鸽,Aves,3017
344785186,96ad0e49-1720-426f-bf4e-fd662213187f,2026-03-24 11:51:03,2026-03-24,2026-03-23 22:51:03 UTC,Wellington,10206532,awat179,,2026-03-23 23:00:43 UTC,2026-03-24 03:04:06 UTC,research,,https://www.inaturalist.org/observations/344785186,https://static.inaturalist.org/photos/628252115/medium.jpg,,"",,2,0,false,2,"Auckland High Court, Auckland CBD, Auckland 1010, New Zealand",-36.84973837,174.7696626,5,,,,5,,open,false,,,Eurasian Blackbird,Turdus merula,Common Blackbird,Aves,12716
344785453,a8fba852-5274-40f9-a155-4639d0613147,2026-03-24 12:01:53+13:00,2026-03-24,2026-03-23 23:01:53 UTC,Wellington,10281126,werz,,2026-03-23 23:02:05 UTC,2026-04-23 22:43:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344785453,https://inaturalist-open-data.s3.amazonaws.com/photos/628252699/medium.jpg,,"","",2,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.849375812,174.771064002,12,,,,12,,open,false,,,原鸽,Columba livia,原鸽,Aves,3017
344785610,c7116b69-9e07-4800-aa19-34f9cf7615a2,2026-03-24 12:02:16,2026-03-24,2026-03-23 23:02:16 UTC,Wellington,10203141,roselirli,,2026-03-23 23:02:35 UTC,2026-04-23 22:43:04 UTC,research,,https://www.inaturalist.org/observations/344785610,https://static.inaturalist.org/photos/628252918/medium.jpg,,"",,3,0,false,2,"Auckland High Court, Auckland CBD, Auckland 1010新西兰",-36.84986711,174.76996434,9,,,,9,,open,false,,,Rock Pigeon,Columba livia,原鸽,Aves,3017
344785896,71d50ed4-05e4-454a-afdd-bc66850cfbc3,2026-03-24 11:48:13,2026-03-24,2026-03-23 22:48:13 UTC,Wellington,10203117,rcle703,,2026-03-23 23:03:55 UTC,2026-04-23 22:43:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344785896,https://inaturalist-open-data.s3.amazonaws.com/photos/628253508/medium.jpg,,"",,3,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8494358554,174.7699282384,12,,,,12,,open,false,,,Rock Pigeon,Columba livia,原鸽,Aves,3017
344786045,968f5a83-b0e9-45cb-a0ab-14a338ab3d8d,2026-03-24 12:04:41+13:00,2026-03-24,2026-03-23 23:04:41 UTC,Wellington,10203139,zzho096,,2026-03-23 23:04:44 UTC,2026-03-24 00:24:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344786045,https://inaturalist-open-data.s3.amazonaws.com/photos/628253928/medium.jpg,,"","",2,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.8495674399,174.7708055618,10,,,,10,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
344786101,b1b09870-e8ec-4e84-b6a7-cc68d17fbdad,2026-03-24 12:04:24,2026-03-24,2026-03-23 23:04:24 UTC,Wellington,10203138,harrison691,,2026-03-23 23:05:06 UTC,2026-04-23 22:42:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344786101,https://inaturalist-open-data.s3.amazonaws.com/photos/628254118/medium.jpg,,"",,3,0,false,2,"Auckland CBD, Auckland 1010紐西蘭",-36.8496151781,174.7706782166,10,,,,10,,open,false,,,Rock Pigeon,Columba livia,原鸽,Aves,3017
344786113,31acca22-ff72-4d7a-84aa-e0d289cb7a40,2026-03-24 12:04:54+13:00,2026-03-24,2026-03-23 23:04:54 UTC,Wellington,10203139,zzho096,,2026-03-23 23:05:10 UTC,2026-03-24 00:24:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344786113,https://inaturalist-open-data.s3.amazonaws.com/photos/628254953/medium.jpg,,"","",2,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.8496817615,174.770704699,11,,,,11,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
344786831,712a4556-a910-4a1f-812c-893dab8e1a96,2026-03-24 11:58:34,2026-03-24,2026-03-23 22:58:34 UTC,Wellington,10203140,jaypatel11,,2026-03-23 23:09:42 UTC,2026-04-23 22:42:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344786831,https://inaturalist-open-data.s3.amazonaws.com/photos/628255816/medium.jpg,,"",,2,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8498633333,174.7699283333,11,,,,11,,open,false,,,Rock Pigeon,Columba livia,原鸽,Aves,3017
344786890,b0882a66-246a-431d-9f03-8ed119aa1f6e,2026-03-24 12:07:57,2026-03-24,2026-03-23 23:07:57 UTC,Wellington,10279306,jeffcai,,2026-03-23 23:10:02 UTC,2026-04-23 22:42:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344786890,https://inaturalist-open-data.s3.amazonaws.com/photos/628255829/medium.jpg,,"",,2,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8497781623,174.7699302933,3,,,,3,,open,false,,,Rock Pigeon,Columba livia,原鸽,Aves,3017
344788072,243193ee-441d-4091-83ca-e9da578ea2ad,2026-03-24 12:15:46,2026-03-24,2026-03-23 23:15:46 UTC,Wellington,10203138,harrison691,,2026-03-23 23:16:48 UTC,2026-03-24 00:17:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344788072,https://inaturalist-open-data.s3.amazonaws.com/photos/628258631/medium.jpg,,"",,1,0,false,2,"Auckland High Court, Auckland CBD, Auckland 1010紐西蘭",-36.8493231526,174.7705552541,9,,,,9,,open,false,,,Rhipidura fuliginosa,Rhipidura fuliginosa,Fantail,Aves,244276
344788078,331124ff-b253-4d27-b06b-df64656759bc,2026-03-24 12:06:24+13:00,2026-03-24,2026-03-23 23:06:24 UTC,Wellington,10283327,dijia,Dijia Qiu,2026-03-23 23:16:50 UTC,2026-03-25 11:54:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344788078,https://inaturalist-open-data.s3.amazonaws.com/photos/628258201/medium.jpg,,"","",3,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.8493533333,174.7708583333,6,,,,6,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344788623,5696b967-9cab-4f99-9d7f-ac4ef2a5a900,2026-03-24 12:19:27+13:00,2026-03-24,2026-03-23 23:19:27 UTC,Wellington,10283293,wwwwwww3,,2026-03-23 23:19:59 UTC,2026-03-25 11:54:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344788623,https://inaturalist-open-data.s3.amazonaws.com/photos/628259249/medium.jpg,,"","",3,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.8493827741,174.7710591672,15,,,,15,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344789001,1cc942aa-1522-4efb-92a3-1c15b2f0e222,2026-03-24 12:22:06+13:00,2026-03-24,2026-03-23 23:22:06 UTC,Wellington,10276577,jessiewang12138,,2026-03-23 23:22:20 UTC,2026-04-23 22:42:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344789001,https://inaturalist-open-data.s3.amazonaws.com/photos/628260027/medium.jpg,,"","",3,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.8492045982,174.7708951536,8,,,,8,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344789303,209ecc2c-0dbd-483b-b42f-bd778781ffca,2026-03-24 12:23:49+13:00,2026-03-24,2026-03-23 23:23:49 UTC,Wellington,10203146,jinhuining,,2026-03-23 23:24:03 UTC,2026-03-25 11:54:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344789303,https://inaturalist-open-data.s3.amazonaws.com/photos/628260677/medium.jpg,,"","",3,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.8492613458,174.7709412523,6,,,,6,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344789493,0a210abe-419e-472e-8f70-c318a385370c,2026-03-24 12:24:44,2026-03-24,2026-03-23 23:24:44 UTC,Wellington,10203127,lw050806,,2026-03-23 23:25:05 UTC,2026-04-23 22:42:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344789493,https://inaturalist-open-data.s3.amazonaws.com/photos/628260912/medium.jpg,,"",,2,0,false,843,"Te Araroa Trail, Auckland, Auckland, NZ",-36.8491863224,174.7705953796,4,,,,4,,open,false,,,Rock Pigeon,Columba livia,原鸽,Aves,3017
344789565,9ae8548b-5cc0-412f-a14e-138a6bf8aba8,2026-03-24 12:25:09+13:00,2026-03-24,2026-03-23 23:25:09 UTC,Wellington,10203143,irenechandc,,2026-03-23 23:25:20 UTC,2026-03-24 00:16:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344789565,https://inaturalist-open-data.s3.amazonaws.com/photos/628261041/medium.jpg,,"","",1,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.8493876209,174.7710995417,4,,,,4,,open,false,,,家麻雀,Passer domesticus,家麻雀,Aves,13858
344789591,6146bcc9-d438-4658-abce-193e2a226837,2026-03-24 12:25:21+13:00,2026-03-24,2026-03-23 23:25:21 UTC,Wellington,10203144,bowenyin23,,2026-03-23 23:25:31 UTC,2026-04-23 22:42:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344789591,https://inaturalist-open-data.s3.amazonaws.com/photos/628261088/medium.jpg,,"","",3,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.849856672,174.7710890233,16,,,,16,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344789691,10aa98a1-c639-4c61-8139-4a744c0ad447,2026-03-24 12:23:31+13:00,2026-03-24,2026-03-23 23:23:31 UTC,Wellington,10283293,wwwwwww3,,2026-03-23 23:26:16 UTC,2026-03-24 01:52:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344789691,https://inaturalist-open-data.s3.amazonaws.com/photos/628261309/medium.jpg,,"","",2,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.8497908029,174.7712577977,6,,,,6,,open,false,,,Eurasian Blackbird,Turdus merula,Common Blackbird,Aves,12716
344789749,98099c87-12e0-4afe-bb55-dbfeb9cf01e5,2026-03-24 11:26:18,2026-03-24,2026-03-23 22:26:18 UTC,Wellington,10282791,celine78849,Celine Kong,2026-03-23 23:26:39 UTC,2026-03-24 00:15:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344789749,https://inaturalist-open-data.s3.amazonaws.com/photos/628261400/medium.jpg,,"",,2,0,false,843,"Symonds St, Auckland, Auckland, NZ",-36.8553951105,174.7680258128,16,,,,16,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
344790138,ee89c8f1-902e-4fcd-bd65-ecfe2de423c6,Tue Mar 24 2026 12:29:37 GMT +1300 (GMT+13),2026-03-24,2026-03-23 23:29:37 UTC,Wellington,10277477,christabellechiam,,2026-03-23 23:29:50 UTC,2026-04-23 22:42:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344790138,https://inaturalist-open-data.s3.amazonaws.com/photos/628262342/medium.jpg,,"",,2,0,false,333,"Auckland, NZ",-36.8493499756,174.7707519531,3,,,,3,,open,false,,,Rock Pigeon,Columba livia,原鸽,Aves,3017
344790264,4348930c-31d5-4737-af77-11d705fe9250,2026-03-24 12:30:12+13:00,2026-03-24,2026-03-23 23:30:12 UTC,Wellington,10283315,yusun20,,2026-03-23 23:30:38 UTC,2026-04-23 22:42:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344790264,https://inaturalist-open-data.s3.amazonaws.com/photos/628262542/medium.jpg,,"","",3,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.8493606707,174.7708004659,4,,,,4,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344790354,e2cc4ca1-87ee-4cea-b2b8-a6d84d5ca371,2026/03/24 11:35 AM,2026-03-24,2026-03-23 22:35:00 UTC,Wellington,10202904,elisexyg,,2026-03-23 23:31:02 UTC,2026-03-24 01:51:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344790354,https://inaturalist-open-data.s3.amazonaws.com/photos/628260213/medium.jpg,,"",,1,0,false,,"Auckland CBD, Auckland 1010, New Zealand",-36.8505524587,174.7708255963,8,,,,8,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
344790404,98cd6431-2e89-4c64-bd4e-18a90de6c60d,2026-03-24 12:30:44,2026-03-24,2026-03-23 23:30:44 UTC,Wellington,10203141,roselirli,,2026-03-23 23:31:16 UTC,2026-04-23 22:42:30 UTC,research,,https://www.inaturalist.org/observations/344790404,https://static.inaturalist.org/photos/628262697/medium.jpg,,"",,3,0,false,2,"Waterloo Quadrant, Auckland CBD, Auckland 1010新西兰",-36.85006133,174.77070607,7,,,,7,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344790410,a8ae6045-1230-484f-a507-37a8135e4efd,2026-03-24 12:30:40+13:00,2026-03-24,2026-03-23 23:30:40 UTC,Wellington,10276577,jessiewang12138,,2026-03-23 23:31:18 UTC,2026-03-24 00:22:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344790410,https://inaturalist-open-data.s3.amazonaws.com/photos/628262831/medium.jpg,,"","",1,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.8498027911,174.771239001,7,,,,7,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
344790695,0486367a-0da4-4968-ab82-2ba27613478a,2026-03-24 11:43:37,2026-03-24,2026-03-23 22:43:37 UTC,Wellington,10282791,celine78849,Celine Kong,2026-03-23 23:33:06 UTC,2026-04-23 22:42:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344790695,https://inaturalist-open-data.s3.amazonaws.com/photos/628263199/medium.jpg,,"",,2,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8495641192,174.769688319,26,,,,26,,open,false,,,Rock Pigeon,Columba livia,原鸽,Aves,3017
344790740,cb23dce2-9888-465b-9ee5-ce5378925f62,2026-03-24 12:06:33+13:00,2026-03-24,2026-03-23 23:06:33 UTC,Wellington,10203143,irenechandc,,2026-03-23 23:33:26 UTC,2026-04-23 22:42:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344790740,https://inaturalist-open-data.s3.amazonaws.com/photos/628263331/medium.jpg,,"","",2,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.84937,174.7708283333,6,,,,6,,open,false,,,原鸽,Columba livia,原鸽,Aves,3017
344790865,46986f91-c806-4cca-9527-5b6a22fd0a1b,2026-03-24 11:52:54,2026-03-24,2026-03-23 22:52:54 UTC,Wellington,10203124,chengkaiy,,2026-03-23 23:34:13 UTC,2026-04-06 10:35:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344790865,https://inaturalist-open-data.s3.amazonaws.com/photos/628263540/medium.jpg,,"",,3,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8500405918,174.7700287535,19,,,,19,,open,false,,,簇胸吸蜜鸟,Prosthemadera novaeseelandiae,Tūī,Aves,12580
344791364,ff3c3d98-96ac-4c34-9a51-74ff3d7b3245,2026-03-24 12:02:09,2026-03-24,2026-03-23 23:02:09 UTC,Wellington,10203137,marco_mma243,,2026-03-23 23:37:28 UTC,2026-04-23 22:42:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344791364,https://inaturalist-open-data.s3.amazonaws.com/photos/628264521/medium.jpg,,"",,2,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8497026852,174.769956954,15,,,,15,,open,false,,,Rock Pigeon,Columba livia,原鸽,Aves,3017
344791517,c78f49b9-cc09-463f-b7c5-fc69a44ccd78,2026-03-24 11:56:50,2026-03-24,2026-03-23 22:56:50 UTC,Wellington,10179694,andyli04,,2026-03-23 23:38:25 UTC,2026-04-23 22:42:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344791517,https://inaturalist-open-data.s3.amazonaws.com/photos/628264865/medium.jpg,,"",,3,0,false,2,University Of Auckland Clock Tower,-36.8503035084,174.7694040835,189,,,,189,,open,false,gps,gps,Rock Pigeon,Columba livia,原鸽,Aves,3017
344791639,0db73b70-c137-4857-9b2a-4f8a08df0580,2026-03-24 12:22:29,2026-03-24,2026-03-23 23:22:29 UTC,Wellington,10203137,marco_mma243,,2026-03-23 23:39:06 UTC,2026-03-24 01:54:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344791639,https://inaturalist-open-data.s3.amazonaws.com/photos/628264994/medium.jpg,,"",,2,0,false,843,"Auckland, Auckland, NZ",-36.8495957321,174.7710953841,3,,,,3,,open,false,,,Common Blackbird,Turdus merula,Common Blackbird,Aves,12716
